latitude,longitude,calculated_host_listings_count,availability_365,neighbourhood,host_id
40.744,-73.97359,23.0,327.0,137.0,221200420
40.72131,-73.99429,2.0,272.0,145.0,4194894
40.77405,-73.90328,3.0,31.0,54.0,64453547
40.69925,-73.98266,3.0,96.0,204.0,34161028
40.72681,-73.98534,1.0,51.0,64.0,324460
40.77448,-73.96102,96.0,281.0,201.0,16098958
40.68787,-73.90601,1.0,20.0,28.0,10690947
40.69208,-73.90452,8.0,334.0,28.0,10994664
40.73934,-73.99737,232.0,235.0,34.0,107434423
40.82566,-73.94438,2.0,154.0,94.0,17603414
40.75288,-73.97703,1.0,0.0,127.0,26390396
40.75554,-73.99329,1.0,0.0,95.0,22347382
40.76607,-73.96165,1.0,0.0,201.0,106396058
40.81599,-73.94676,3.0,345.0,94.0,11790239
40.71838,-73.99149,1.0,8.0,119.0,897121
40.72075,-73.89496,3.0,346.0,123.0,68139551
40.68698,-73.95514,3.0,291.0,13.0,72957132
40.7883,-73.95017,1.0,0.0,61.0,20899650
40.72699,-73.9581,1.0,302.0,91.0,11661027
40.74116,-74.00053,2.0,158.0,34.0,1317913
40.76569,-73.95829,2.0,42.0,201.0,42730216
40.79907,-73.96962,1.0,177.0,202.0,4431637
40.76212,-73.99756,18.0,365.0,95.0,95459395
40.71436,-73.95445,1.0,0.0,214.0,53477091
40.73951,-73.9827,1.0,0.0,112.0,5279180
40.74772,-74.002,1.0,0.0,34.0,22004774
40.75463,-73.97445,1.0,0.0,127.0,56350
40.65603,-73.95832,1.0,59.0,159.0,269121359
40.68833,-73.90691,4.0,336.0,28.0,119828457
40.75569,-73.92175,2.0,365.0,4.0,116067987
40.74503,-73.87099,37.0,1.0,68.0,19303369
40.63292,-73.94569,8.0,189.0,60.0,77778146
40.63966,-73.9716,1.0,0.0,108.0,14905006
40.68707,-73.91918,4.0,281.0,13.0,758441
40.81993,-73.94768,1.0,0.0,94.0,192270861
40.74734,-73.98049,1.0,46.0,137.0,27661888
40.64493,-73.90897,1.0,0.0,30.0,12827876
40.76549,-73.9149,1.0,21.0,4.0,10304316
40.78592,-73.97331,1.0,0.0,202.0,71698853
40.67404,-74.01021,1.0,8.0,162.0,10125456
40.73987,-73.98317,1.0,0.0,112.0,1442412
40.74471,-73.88075,2.0,188.0,68.0,5650180
40.71936,-73.94225,1.0,25.0,214.0,51813748
40.71217,-73.99483,3.0,2.0,198.0,125961131
40.75902,-73.87698,1.0,365.0,59.0,196421197
40.75659,-73.99988,30.0,327.0,95.0,224414117
40.70533,-74.00923,96.0,353.0,73.0,12243051
40.69193,-73.9274,2.0,285.0,13.0,1318137
40.73832,-73.90669,1.0,154.0,123.0,135910220
40.76892,-73.96845,1.0,219.0,201.0,8604689
40.72232,-73.99433,1.0,0.0,145.0,65979198
40.76975,-73.9524,1.0,0.0,201.0,41233448
40.72783,-73.98015,1.0,263.0,64.0,85539820
40.85029,-73.93645,1.0,0.0,206.0,62335395
40.76236,-73.99255,1.0,9.0,95.0,8636072
40.59757,-74.08434,8.0,338.0,2.0,104812805
40.77419,-73.91113,1.0,11.0,54.0,16072483
40.67252,-73.93918,2.0,267.0,51.0,12129877
40.78744,-73.94319,1.0,0.0,61.0,45697173
40.69347,-73.967,2.0,228.0,41.0,48576700
40.68991,-73.93179,3.0,43.0,13.0,1029021
40.70348,-73.91477,1.0,0.0,28.0,7375144
40.76387,-73.92593,1.0,0.0,4.0,8135210
40.67139,-73.95677,1.0,0.0,51.0,24383253
40.78536,-73.97116,3.0,288.0,202.0,15807180
40.63281,-74.09132,2.0,84.0,194.0,102263916
40.69587,-73.9045,2.0,125.0,166.0,49735439
40.73401,-73.95967,1.0,12.0,91.0,274782
40.7195,-73.95976,2.0,164.0,214.0,10889
40.79361,-73.97047,1.0,0.0,202.0,248041579
40.69475,-73.96848,1.0,0.0,41.0,31996442
40.68034,-73.97321,1.0,0.0,158.0,712590
40.70512,-73.94347,1.0,0.0,214.0,12378834
40.80264,-73.9554,1.0,0.0,94.0,83651013
40.71068,-73.96035,1.0,25.0,214.0,16347259
40.73248,-74.00053,1.0,14.0,209.0,164318938
40.79949,-73.94265,7.0,90.0,61.0,251852817
40.65696,-73.97942,1.0,11.0,216.0,75224005
40.77408,-73.98181,1.0,346.0,202.0,21323838
40.67713,-73.94137,1.0,179.0,51.0,13639385
40.72138,-73.94709,1.0,0.0,91.0,6772512
40.69321,-73.93686,5.0,342.0,13.0,21020951
40.67687,-73.96242,1.0,266.0,51.0,28584269
40.74364,-73.90222,1.0,308.0,220.0,492457
40.75015,-73.97082,1.0,333.0,127.0,74974718
40.72839,-73.99133,33.0,179.0,144.0,213781715
40.71853,-73.94808,1.0,334.0,214.0,262469851
40.71255,-73.9405,1.0,2.0,214.0,32631901
40.74403,-73.98701,232.0,353.0,127.0,107434423
40.70662,-73.95289,2.0,0.0,214.0,13888249
40.7192,-73.98431,1.0,0.0,119.0,5790819
40.73458,-73.98128,1.0,0.0,86.0,21382844
40.65969,-73.99248,1.0,41.0,190.0,6252064
40.68782,-73.94327,1.0,35.0,13.0,17407539
40.75792,-73.92249,2.0,89.0,4.0,3128437
40.73684,-73.98157,3.0,20.0,86.0,19962052
40.75725,-73.98796,1.0,0.0,191.0,107382521
40.73177,-73.98691,1.0,12.0,64.0,17400431
40.707,-73.82684,1.0,0.0,109.0,74805133
40.7579,-73.93052,1.0,66.0,117.0,95727501
40.68738,-73.91906,1.0,0.0,13.0,50556869
40.67529,-73.93671,1.0,0.0,51.0,20942935
40.86517,-73.92995,1.0,216.0,103.0,43502871
40.58615,-73.81245,1.0,335.0,168.0,547386
40.72104,-73.98845,4.0,56.0,119.0,161057073
40.65015,-73.92803,3.0,351.0,60.0,225790094
40.75212,-73.96975,2.0,326.0,127.0,25157246
40.72515,-73.9397,1.0,0.0,91.0,7410082
40.75499,-73.99437,1.0,237.0,95.0,268294305
40.70125,-73.94061,1.0,0.0,214.0,21894410
40.68282,-73.98112,1.0,0.0,19.0,4653182
40.61201,-74.09513,1.0,0.0,93.0,47198995
40.87663,-73.91041,1.0,0.0,121.0,50318467
40.82265,-73.94501,1.0,90.0,94.0,12087651
40.74622,-73.94055,1.0,0.0,117.0,16445934
40.72951,-73.98576,1.0,39.0,64.0,30680112
40.67981,-73.90606,1.0,18.0,13.0,6895494
40.70488,-73.94101,1.0,25.0,214.0,174838471
40.72972,-73.97995,1.0,235.0,64.0,770831
40.75231,-73.97331,1.0,0.0,127.0,77021411
40.74451,-73.97836,1.0,87.0,112.0,165887496
40.6327,-74.03145,1.0,15.0,7.0,29590865
40.74734,-73.97438,327.0,133.0,137.0,219517861
40.73342,-74.00362,1.0,0.0,209.0,5064742
40.7052,-74.00974,87.0,344.0,73.0,22541573
40.72408,-73.97753,2.0,22.0,64.0,11307033
40.76483,-73.96675,6.0,240.0,201.0,56283770
40.74441,-74.00385,1.0,207.0,34.0,195831428
40.85261,-73.94203,1.0,6.0,206.0,73732590
40.81225,-73.85502,7.0,365.0,39.0,295128
40.80421,-73.94302,4.0,253.0,94.0,4548229
40.67621,-73.94913,1.0,342.0,51.0,51027744
40.70104,-73.92278,1.0,0.0,28.0,33297467
40.76296,-73.98641,1.0,285.0,95.0,32704
40.61798,-74.03619,1.0,177.0,81.0,64825520
40.75637,-73.81576,10.0,335.0,77.0,120767920
40.7592,-73.99313,1.0,10.0,95.0,9631746
40.72799,-74.00046,3.0,0.0,92.0,7655328
40.68528,-73.96947,1.0,0.0,80.0,2838365
40.65813,-73.95773,1.0,0.0,159.0,1876539
40.7188,-73.99458,1.0,0.0,119.0,80107649
40.64965,-73.96154,1.0,342.0,74.0,7779204
40.68765,-73.90821,1.0,0.0,28.0,56113781
40.72722,-73.98383,2.0,235.0,64.0,2928701
40.67327,-73.94403,1.0,0.0,51.0,173230953
40.81694,-73.89627,1.0,308.0,118.0,210218219
40.76583,-73.91086,4.0,0.0,4.0,5577926
40.79476,-73.97299,1.0,0.0,202.0,11353904
40.65229,-73.95139,1.0,178.0,60.0,273870123
40.84963,-73.9372,1.0,48.0,206.0,47426611
40.83482,-73.94617,1.0,0.0,206.0,159726
40.72096,-73.94424,1.0,0.0,91.0,5231131
40.72582,-73.9886,1.0,0.0,64.0,66734347
40.73429,-73.98689,1.0,0.0,86.0,25165109
40.75005,-73.99898,1.0,73.0,34.0,93044932
40.71943,-73.99627,1.0,298.0,115.0,281229
40.74253,-73.88962,2.0,41.0,68.0,65171233
40.70066,-73.90964,1.0,0.0,166.0,15897880
40.74891,-73.82039,1.0,288.0,77.0,71663192
40.7196,-73.98133,2.0,182.0,119.0,173406651
40.76761,-73.95391,1.0,329.0,201.0,4406876
40.74549,-73.99066,3.0,305.0,127.0,220574429
40.68543,-73.92068,3.0,237.0,13.0,256544529
40.68679,-73.9495,2.0,95.0,13.0,315606
40.68615,-73.93095,1.0,365.0,13.0,9269794
40.71319,-73.93606,1.0,0.0,214.0,35093829
40.72995,-73.98135,1.0,247.0,64.0,34920172
40.71117,-73.98727,4.0,341.0,119.0,170263842
40.7886,-73.97088,1.0,0.0,202.0,15547192
40.6953,-73.95832,1.0,365.0,13.0,3043126
40.6799,-74.01147,1.0,215.0,162.0,29735603
40.85105,-73.86049,3.0,208.0,132.0,15617507
40.76599,-73.91777,1.0,0.0,4.0,43590457
40.87039,-73.91611,1.0,0.0,103.0,1928213
40.74419,-73.97195,23.0,353.0,137.0,221200420
40.78975,-73.97001,1.0,0.0,202.0,36710280
40.79295,-73.93808,1.0,0.0,61.0,76534284
40.72191,-73.9813,1.0,0.0,64.0,2714018
40.80381,-73.95055,1.0,0.0,94.0,4325160
40.81506,-73.94851,4.0,284.0,94.0,4562182
40.80486,-73.94754,2.0,267.0,94.0,265424495
40.7861,-73.97097,1.0,0.0,202.0,2681756
40.67473,-73.96263,1.0,15.0,51.0,3711499
40.7592,-73.92155,1.0,320.0,4.0,263440435
40.77587,-73.95308,1.0,270.0,201.0,268680530
40.66999,-73.94735,1.0,364.0,51.0,16954469
40.75158,-73.97151,4.0,365.0,127.0,180380802
40.70392,-73.93635,1.0,45.0,214.0,7187069
40.86113,-73.91511,1.0,11.0,200.0,143400845
40.78731,-73.97407,1.0,0.0,202.0,9132107
40.80802,-73.94013,1.0,90.0,61.0,86509759
40.78603,-73.95015,1.0,179.0,61.0,136982841
40.6627,-73.95875,1.0,365.0,159.0,4937803
40.71139,-73.94176,1.0,0.0,214.0,37728157
40.76814,-73.99148,1.0,8.0,95.0,202369622
40.71017,-74.00924,1.0,338.0,73.0,10355011
40.70794,-73.93976,1.0,0.0,214.0,6284410
40.6934,-73.92372,1.0,8.0,28.0,44745096
40.6925,-73.95551,34.0,365.0,13.0,119669058
40.78124,-73.94988,1.0,0.0,201.0,2163683
40.72904,-73.99344,33.0,179.0,144.0,213781715
40.72783,-74.00102,1.0,0.0,92.0,38379191
40.83776,-73.94087,2.0,279.0,206.0,31241183
40.79196,-73.95048,1.0,131.0,61.0,45238340
40.73005,-73.8576,3.0,173.0,163.0,67376966
40.71145,-73.96749,1.0,347.0,214.0,261597311
40.75237,-73.9704,65.0,364.0,127.0,200380610
40.65221,-73.95848,1.0,0.0,74.0,115543091
40.63521,-74.03197,4.0,361.0,7.0,88171838
40.73069,-73.9932,1.0,0.0,92.0,30782359
40.69169,-73.92351,1.0,0.0,28.0,24667595
40.70737,-74.01103,327.0,346.0,73.0,219517861
40.64123,-73.96289,1.0,0.0,74.0,5895565
40.77421,-73.95544,1.0,0.0,201.0,109074907
40.70713,-74.00483,327.0,342.0,73.0,219517861
40.79423,-73.94741,1.0,0.0,61.0,179136567
40.70838,-73.95366,1.0,1.0,214.0,31607477
40.71543,-73.99323,1.0,82.0,35.0,252181650
40.72566,-73.98032,1.0,18.0,64.0,20573060
40.85823,-73.93612,1.0,158.0,206.0,54130768
40.6865,-73.95372,2.0,0.0,13.0,1417166
40.66865,-73.9865,3.0,98.0,182.0,50755667
40.83057,-73.94582,1.0,0.0,94.0,43976299
40.7305,-73.98416,1.0,0.0,64.0,13612070
40.71976,-73.96052,1.0,0.0,214.0,113409633
40.715,-73.98633,10.0,115.0,119.0,35927005
40.71725,-73.9438,3.0,0.0,214.0,111969257
40.75694,-73.9308,5.0,90.0,117.0,131392140
40.7436,-73.9768,1.0,220.0,112.0,258097158
40.8106,-73.94647,2.0,0.0,94.0,9051298
40.73988,-74.0036,1.0,311.0,209.0,8163133
40.72576,-74.00266,1.0,20.0,178.0,41965551
40.81331,-73.92765,2.0,333.0,134.0,224204301
40.76463,-73.98772,3.0,152.0,95.0,238324936
40.77019,-73.95449,3.0,331.0,201.0,225055374
40.74897,-73.98265,1.0,0.0,127.0,10392717
40.72129,-74.0019,4.0,364.0,178.0,230165497
40.77221,-73.95528,1.0,7.0,201.0,7883985
40.6768,-73.95346,3.0,0.0,51.0,158191277
40.71036,-73.95477,2.0,82.0,214.0,86077156
40.70451,-73.92062,1.0,92.0,28.0,32446918
40.66977,-73.98042,2.0,275.0,151.0,5973406
40.70803,-73.96142,1.0,0.0,214.0,61330869
40.75811,-73.99527,1.0,0.0,95.0,86171061
40.73591,-74.0101,1.0,365.0,209.0,164704496
40.74074,-73.98573,1.0,194.0,75.0,99242527
40.78307,-73.94578,9.0,17.0,201.0,1786901
40.70376,-74.00833,96.0,323.0,73.0,12243051
40.76475,-73.90918,1.0,73.0,4.0,65887955
40.77009,-73.9427,1.0,0.0,169.0,134871099
40.6371,-73.99834,1.0,365.0,20.0,94232838
40.66143,-73.95999,1.0,0.0,159.0,4671389
40.67716,-74.00074,1.0,0.0,31.0,120296922
40.71546,-73.9896,1.0,0.0,119.0,5417646
40.69652,-73.94821,4.0,36.0,13.0,51954926
40.7686,-73.95307,1.0,0.0,201.0,10777592
40.68611,-73.98336,1.0,170.0,19.0,21784449
40.66928,-73.98662,1.0,0.0,182.0,10335193
40.71799,-73.98657,1.0,0.0,119.0,24835386
40.72704,-73.98783,1.0,0.0,64.0,3285026
40.74527,-73.94629,2.0,132.0,117.0,1568517
40.71795,-73.95096,1.0,0.0,214.0,6317137
40.68129,-73.94251,2.0,5.0,13.0,73234851
40.77202,-73.95821,1.0,81.0,201.0,242933360
40.71905,-73.94937,1.0,0.0,214.0,24001156
40.77692,-73.98111,1.0,0.0,202.0,135940325
40.68677,-73.95522,1.0,192.0,13.0,782801
40.75987,-73.986,1.0,0.0,191.0,2690202
40.80637,-73.94282,1.0,11.0,94.0,4169722
40.73682,-74.00406,1.0,98.0,209.0,11211827
40.82343,-73.94507,1.0,233.0,94.0,7281500
40.73324,-73.95332,1.0,0.0,91.0,66473223
40.76542,-73.98702,1.0,0.0,95.0,50681342
40.70797,-74.01227,327.0,338.0,73.0,219517861
40.75546,-73.96454,49.0,245.0,127.0,2856748
40.71906,-73.9845,1.0,145.0,119.0,153494
40.72591,-73.9422,52.0,341.0,91.0,7503643
40.59988,-74.00415,1.0,20.0,5.0,7958766
40.67475,-73.9465,1.0,157.0,51.0,7240751
40.70397,-73.91801,4.0,104.0,28.0,130971031
40.71452,-73.9871,2.0,295.0,119.0,22880393
40.73795,-74.00139,1.0,0.0,209.0,69398683
40.74063,-73.98205,1.0,240.0,112.0,135401519
40.77553,-73.9539,1.0,27.0,201.0,2778578
40.72893,-73.99512,1.0,11.0,92.0,35468424
40.78622,-73.97586,8.0,89.0,202.0,3038687
40.63556,-73.95076,4.0,0.0,74.0,3532263
40.71532,-73.96209,3.0,61.0,214.0,9761047
40.65732,-73.95991,3.0,264.0,159.0,7157099
40.65808,-73.93903,2.0,67.0,60.0,219104513
40.68593,-73.94628,1.0,0.0,13.0,28943965
40.69009,-73.79555,1.0,228.0,105.0,49514708
40.77384,-73.98917,25.0,257.0,202.0,131647128
40.76051,-73.98792,2.0,277.0,95.0,102221050
40.73299,-74.00444,1.0,0.0,209.0,7614268
40.72269,-73.98306,1.0,232.0,64.0,228117451
40.7191,-73.95988,1.0,65.0,214.0,129864476
40.75834,-73.99277,5.0,149.0,95.0,37579015
40.70902,-74.01686,1.0,55.0,6.0,19640594
40.68675,-73.909,2.0,178.0,28.0,262033253
40.71355,-73.95895,1.0,0.0,214.0,24269944
40.6946,-73.93448,1.0,28.0,13.0,44021873
40.76599,-73.98404,1.0,0.0,95.0,50331528
40.69381,-73.944,1.0,0.0,13.0,26364541
40.71225,-73.94961,1.0,0.0,214.0,27716292
40.70321,-73.98488,1.0,7.0,53.0,1126015
40.77627,-73.98081,1.0,71.0,202.0,9784802
40.74118,-74.00012,2.0,67.0,34.0,10307134
40.69272,-73.93807,2.0,337.0,13.0,144204336
40.74827,-73.94557,1.0,0.0,117.0,10672594
40.75109,-73.97086,2.0,244.0,127.0,79008205
40.78813,-73.94495,1.0,22.0,61.0,10262420
40.70715,-73.81468,1.0,168.0,22.0,4970027
40.70068,-73.92211,2.0,281.0,28.0,2208374
40.74444,-73.97174,1.0,0.0,137.0,28809821
40.66877,-73.93318,1.0,0.0,51.0,65802264
40.7493,-73.9794,2.0,155.0,137.0,283395
40.73226,-73.98983,1.0,32.0,64.0,246886799
40.66162,-73.97994,1.0,94.0,182.0,5520355
40.76399,-73.97718,2.0,145.0,127.0,85385725
40.68677,-73.91571,1.0,31.0,28.0,193353343
40.66992,-73.74518,1.0,70.0,113.0,83974928
40.68959,-73.95616,1.0,13.0,13.0,120847
40.69199,-73.9435,2.0,0.0,13.0,9503685
40.68579,-73.97455,1.0,0.0,80.0,2290932
40.70591,-73.89264,1.0,0.0,84.0,2787824
40.77847,-73.95371,1.0,0.0,201.0,8687162
40.7315,-73.99393,1.0,90.0,92.0,2506798
40.71101,-73.93613,2.0,148.0,214.0,225291555
40.86524,-73.92195,1.0,0.0,103.0,4290578
40.72668,-73.94728,1.0,0.0,91.0,14400653
40.75242,-73.97112,1.0,0.0,127.0,95994558
40.69304,-73.94349,3.0,365.0,13.0,105386434
40.74577,-74.0022,1.0,5.0,34.0,258844868
40.63806,-73.90024,3.0,346.0,30.0,180154611
40.68708,-73.91237,8.0,179.0,28.0,131476075
40.71957,-73.99573,91.0,161.0,115.0,61391963
40.68931,-73.95097,1.0,343.0,13.0,41869421
40.72388,-73.98411,1.0,83.0,64.0,161943355
40.72034,-73.96031,2.0,1.0,214.0,128914189
40.81745,-73.94203,2.0,0.0,94.0,141012246
40.73352,-73.98777,1.0,0.0,64.0,87236554
40.75523,-73.97104,1.0,29.0,127.0,132492053
40.80442,-73.95629,1.0,132.0,94.0,113094141
40.65012,-74.00867,1.0,190.0,190.0,122963021
40.72877,-73.98848,1.0,69.0,64.0,4516135
40.71758,-73.95015,1.0,0.0,214.0,69541888
40.73126,-73.98149,1.0,0.0,188.0,2626535
40.69707,-73.99632,1.0,6.0,25.0,67439911
40.62787,-73.94276,1.0,0.0,76.0,17927814
40.81968,-73.9436,1.0,29.0,94.0,74323368
40.69166,-73.90928,6.0,139.0,28.0,101970559
40.73995,-73.98401,1.0,5.0,112.0,506194
40.66714,-73.93365,2.0,0.0,51.0,57670550
40.76094,-73.97318,1.0,135.0,127.0,257642062
40.71114,-73.94438,1.0,0.0,214.0,20357771
40.7756,-73.90825,1.0,0.0,54.0,50695071
40.677,-73.93763,43.0,303.0,51.0,26377263
40.77905,-73.9535,1.0,0.0,201.0,234440538
40.74653,-73.9739,3.0,7.0,137.0,16624745
40.74152,-73.87633,1.0,49.0,68.0,48655993
40.67061,-73.95023,5.0,280.0,51.0,210970608
40.72982,-73.98178,1.0,0.0,64.0,32057251
40.84387,-73.93969,1.0,293.0,206.0,290845
40.71002,-73.94796,1.0,0.0,214.0,26415140
40.81106,-73.94467,1.0,53.0,94.0,81763260
40.82494,-73.9428,1.0,143.0,94.0,220055820
40.70507,-73.90195,6.0,365.0,166.0,133802988
40.6747,-73.98245,1.0,300.0,151.0,3920265
40.80389,-73.96541,1.0,0.0,130.0,58231083
40.78835,-73.97257,1.0,0.0,202.0,10485182
40.71492,-73.96282,1.0,42.0,214.0,330347
40.71608,-73.99081,1.0,0.0,35.0,30486909
40.67296,-73.9501,1.0,365.0,51.0,4085497
40.65973,-73.96102,1.0,325.0,159.0,231858639
40.67042,-73.98508,1.0,0.0,151.0,140338526
40.71381,-73.99784,2.0,293.0,35.0,7202402
40.82008,-73.95523,1.0,34.0,94.0,50941579
40.67038,-73.92962,3.0,326.0,51.0,265463203
40.59475,-74.1637,3.0,364.0,27.0,214483712
40.74877,-73.97565,50.0,364.0,137.0,120762452
40.76634,-73.90872,1.0,0.0,4.0,4969033
40.69754,-73.9348,1.0,0.0,28.0,292137
40.7666,-73.95903,1.0,84.0,201.0,4191209
40.74793,-73.98834,17.0,257.0,127.0,177174475
40.72929,-73.98625,1.0,0.0,64.0,2285348
40.68279,-73.9117,6.0,232.0,13.0,86327101
40.68883,-73.94821,2.0,0.0,13.0,10373779
40.75982,-73.78312,1.0,177.0,11.0,248731701
40.80476,-73.94074,1.0,88.0,61.0,107556087
40.85139,-73.93722,1.0,0.0,206.0,4409832
40.6701,-73.98917,1.0,18.0,85.0,127341412
40.72411,-73.97826,4.0,94.0,64.0,12374283
40.59664,-73.95301,1.0,178.0,175.0,88852894
40.76843,-73.93257,2.0,334.0,4.0,44838931
40.75656,-73.80385,4.0,0.0,77.0,105074140
40.72004,-73.99424,2.0,338.0,145.0,506779
40.74272,-73.89013,1.0,177.0,68.0,108207108
40.6509,-73.96266,1.0,0.0,74.0,6387541
40.69349,-73.94439,4.0,0.0,13.0,99392252
40.7255,-73.9409,52.0,300.0,91.0,7503643
40.74832,-73.98915,3.0,81.0,34.0,164051353
40.70724,-73.91268,1.0,0.0,166.0,138203985
40.58845,-73.79514,1.0,20.0,3.0,32866694
40.69357,-73.97235,1.0,0.0,80.0,26004891
40.72004,-73.98896,1.0,0.0,119.0,1820750
40.7348,-73.86906,1.0,157.0,68.0,272080566
40.75019,-73.81435,6.0,83.0,77.0,257683179
40.6839,-73.95042,15.0,343.0,13.0,6885157
40.75823,-73.90881,2.0,0.0,4.0,40503875
40.73829,-73.97896,1.0,310.0,112.0,27072611
40.66798,-73.95528,1.0,0.0,51.0,18485718
40.7023,-73.91911,1.0,56.0,28.0,22388020
40.69907,-73.92348,1.0,0.0,28.0,46782979
40.62923,-73.95746,1.0,165.0,128.0,58390724
40.68885,-73.92354,1.0,251.0,13.0,15697051
40.68812,-73.94627,3.0,292.0,13.0,2155917
40.79639,-73.9347,1.0,215.0,61.0,8048355
40.69844,-73.9334,2.0,0.0,28.0,4313126
40.75534,-73.96446,14.0,365.0,127.0,61396454
40.72522,-73.97786,3.0,54.0,64.0,1810885
40.66693,-73.98801,1.0,158.0,182.0,316474
40.81177,-73.95139,1.0,0.0,94.0,3361696
40.74646,-73.99678,1.0,0.0,34.0,1290508
40.83687,-73.94324,1.0,53.0,206.0,3056690
40.70457,-73.91603,3.0,319.0,28.0,99608108
40.72514,-73.89845,1.0,245.0,123.0,205706382
40.71098,-73.99296,1.0,0.0,198.0,19866179
40.72081,-73.99069,1.0,0.0,119.0,137949496
40.7632,-73.98712,1.0,270.0,95.0,158501551
40.70745,-74.00613,327.0,37.0,73.0,219517861
40.80702,-73.95334,1.0,365.0,94.0,96986507
40.82402,-73.9456,1.0,0.0,94.0,48603189
40.685,-73.97275,1.0,0.0,80.0,10674184
40.76712,-73.95668,1.0,0.0,201.0,15445130
40.76578,-73.95509,2.0,188.0,201.0,10698270
40.70831,-73.96192,1.0,0.0,214.0,16118005
40.76189,-73.98991,1.0,68.0,95.0,188518588
40.82777,-73.9407,1.0,9.0,94.0,99097436
40.85604,-73.93469,1.0,219.0,206.0,2805766
40.75977,-73.98763,1.0,9.0,191.0,20449160
40.66317,-73.98465,2.0,0.0,182.0,119466544
40.80486,-73.94889,1.0,1.0,94.0,4379024
40.69486,-73.94525,10.0,255.0,13.0,8792814
40.71564,-73.95821,1.0,0.0,214.0,108157026
40.83783,-73.93832,1.0,9.0,206.0,4348003
40.74921,-73.99777,1.0,89.0,34.0,5723770
40.73504,-73.87407,2.0,125.0,68.0,233755743
40.75275,-73.88186,2.0,0.0,104.0,172895347
40.74174,-73.98162,1.0,0.0,112.0,36383204
40.72482,-73.9525,1.0,0.0,91.0,103862923
40.82197,-73.94948,1.0,0.0,94.0,99256824
40.74545,-73.98128,1.0,0.0,127.0,7401344
40.66776,-73.957,2.0,0.0,51.0,2968774
40.74163,-74.00102,1.0,32.0,34.0,5857948
40.73526,-73.85065,6.0,0.0,79.0,30237517
40.71998,-73.96283,1.0,59.0,214.0,17126336
40.73947,-74.00114,39.0,267.0,34.0,2119276
40.69764,-73.91585,1.0,21.0,28.0,55143966
40.64296,-74.0056,1.0,71.0,190.0,32736976
40.7138,-73.94001,1.0,9.0,214.0,15723130
40.68237,-73.9415,1.0,364.0,13.0,214148
40.69931,-73.92067,1.0,88.0,28.0,62974212
40.76414,-73.949,2.0,362.0,169.0,16152090
40.61703,-73.97055,1.0,365.0,128.0,220576785
40.76356,-73.98772,2.0,23.0,95.0,1428501
40.80348,-73.96579,1.0,0.0,202.0,6458590
40.71584,-73.95868,1.0,0.0,214.0,1335392
40.63705,-74.07722,2.0,29.0,187.0,55978113
40.65686,-73.95758,1.0,5.0,159.0,3218951
40.68299,-73.96258,1.0,98.0,41.0,655450
40.8584,-73.93009,1.0,12.0,206.0,921299
40.69374,-73.92645,1.0,83.0,28.0,24402648
40.78113,-73.95452,1.0,0.0,201.0,3394386
40.71358,-73.94092,2.0,173.0,214.0,1648806
40.8274,-73.95215,1.0,293.0,94.0,42537893
40.63304,-74.09244,1.0,262.0,194.0,224370048
40.70419,-73.88558,1.0,0.0,84.0,20414850
40.75294,-73.9719,12.0,365.0,127.0,96098402
40.86697,-73.92534,3.0,365.0,103.0,51025844
40.70703,-73.95434,1.0,0.0,214.0,117367030
40.7046,-73.90215,6.0,358.0,166.0,133802988
40.74947,-73.91472,1.0,142.0,189.0,21367938
40.66691,-73.98658,1.0,18.0,182.0,38292974
40.81879,-73.88646,2.0,59.0,102.0,241454071
40.82199,-73.95632,1.0,0.0,94.0,225926055
40.76355,-73.99391,1.0,7.0,95.0,57322543
40.76006,-73.98589,1.0,311.0,191.0,193986289
40.71462,-73.94641,2.0,0.0,214.0,229109
40.72467,-73.98836,2.0,0.0,64.0,156381151
40.74742,-73.97724,1.0,0.0,137.0,1143620
40.73461,-73.95724,1.0,0.0,91.0,74310552
40.74444,-73.896,1.0,90.0,220.0,258058607
40.761,-73.98522,23.0,365.0,191.0,3191545
40.69629,-73.97447,25.0,341.0,80.0,230192510
40.68714,-73.90657,4.0,6.0,28.0,44123062
40.77148,-73.90545,8.0,296.0,54.0,139357580
40.68687,-73.76809,3.0,365.0,185.0,29349060
40.80281,-73.94748,1.0,10.0,94.0,99149791
40.89691,-73.85121,4.0,343.0,205.0,16851857
40.70703,-73.95234,1.0,0.0,214.0,36413917
40.84448,-73.93576,1.0,0.0,206.0,106327066
40.72571,-73.98833,1.0,0.0,64.0,28336810
40.64549,-73.97883,1.0,87.0,108.0,133410608
40.69259,-73.92881,1.0,0.0,13.0,4575233
40.73581,-73.98918,1.0,0.0,86.0,9282079
40.7193,-73.98966,1.0,348.0,119.0,535128
40.69109,-73.99654,1.0,0.0,25.0,32927725
40.75728,-73.80072,1.0,315.0,77.0,263721921
40.68796,-73.99997,1.0,0.0,45.0,144376495
40.65845,-73.96064,2.0,40.0,159.0,9646150
40.6801,-73.94072,1.0,0.0,13.0,65830935
40.74712,-73.89329,1.0,0.0,104.0,27131793
40.7659,-73.98674,96.0,281.0,95.0,16098958
40.79439,-73.84675,1.0,331.0,44.0,216065402
40.68208,-73.92116,1.0,0.0,13.0,153900772
40.69414,-73.93231,3.0,0.0,13.0,1903737
40.71096,-73.95685,1.0,0.0,214.0,2805553
